tubeOD (V),,,OD measured,,,LabJack Output,,,
,,,,,,3709481919,0.237447,0.362912,0.267063
,,,,,,3709481949,0.217335,0.357554,0.27123
,,,,,,3709481979,0.232419,0.344457,0.259919
,,,,,,3709482009,0.242476,0.340289,0.276588
,,,,,,3709482039,0.222363,0.328383,0.288495
,,,,,,3709482069,0.222363,0.373033,0.268253
,,,,,,3709482099,0.237447,0.348624,0.261109
,,,,,,3709482129,0.247504,0.346838,0.284923
,,,,,,3709482159,0.217335,0.356363,0.253965
,,,,,,3709482189,0.222363,0.373033,0.255751
,,,,,,3709482219,0.232419,0.355173,0.267658
,,,,,,3709482249,0.237447,0.319452,0.253965
,,,,,,3709482279,0.222363,0.374224,0.277183
,,,,,,3709482309,0.237447,0.364103,0.275993
,,,,,,3709482339,0.222363,0.360531,0.273016
,,,,,,3709482369,0.242476,0.342671,0.263491
,,,,,,3709482399,0.232419,0.379582,0.25337
,,,,,,3709482429,0.227391,0.358745,0.252775
,,,,,,3709482459,0.237447,0.36827,0.258133
,,,,,,3709482489,0.227391,0.372438,0.286709
,,,,,,3709482519,0.227391,0.37601,0.266467
,,,,,,3709482549,0.212307,0.353387,0.284327
,,,,,,3709482579,0.242476,0.375414,0.273611
,,,,,,3709482609,0.237447,0.355768,0.277779
,,,,,,3709482639,0.227391,0.351601,0.278374
,,,,,,3709482669,0.222363,0.370652,0.267658
,,,,,,3709482699,0.217335,0.361721,0.276588
,,,,,,3709482729,0.242476,0.331955,0.281351
,,,,,,3709482759,0.242476,0.356959,0.288495
,,,,,,3709482789,0.227391,0.353387,0.300997
,,,,,,3709482819,0.242476,0.36708,0.273016
,,,,,,3709482849,0.222363,0.364698,0.271825
,,,,,,3709482879,0.237447,0.340289,0.290281
,,,,,,3709482909,0.237447,0.340289,0.272421
,,,,,,3709482939,0.232419,0.35934,0.286709
,,,,,,3709482969,0.237447,0.353387,0.268253
,,,,,,3709482999,0.222363,0.361126,0.279565
,,,,,,3709483029,0.217335,0.371247,0.274802
,,,,,,3709483059,0.232419,0.365889,0.265277
,,,,,,3709483089,0.237447,0.345052,0.28909
,,,,,,3709483119,0.237447,0.348624,0.259323
,,,,,,3709483149,0.227391,0.351005,0.259919
,,,,,,3709483179,0.237447,0.361721,0.263491
,,,,,,3709483209,0.237447,0.345647,0.267063
,,,,,,3709483239,0.227391,0.381368,0.264681
,,,,,,3709483269,0.242476,0.333741,0.279565
,,,,,,3709483299,0.227391,0.352791,0.2623
,,,,,,3709483329,0.232419,0.378391,0.255751
,,,,,,3709483359,0.232419,0.36827,0.261705
,,,,,,3709483389,0.227391,0.339694,0.275993
,,,,,,3709483419,0.247504,0.351601,0.262895
,,,,,,3709483449,0.222363,0.362317,0.260514
,,,,,,3709483479,0.247504,0.339694,0.273611
,,,,,,3709483509,0.247504,0.366484,0.282541
,,,,,,3709483539,0.242476,0.34148,0.28016
,,,,,,3709483569,0.232419,0.36708,0.265872
,,,,,,3709483599,0.227391,0.353387,0.274802
,,,,,,3709483629,0.232419,0.335527,0.269444
,,,,,,3709483659,0.222363,0.363508,0.27123
,,,,,,3709483689,0.227391,0.353982,0.281351
,,,,,,3709483719,0.232419,0.399228,0.274802
,,,,,,3709483749,0.242476,0.355173,0.276588
,,,,,,3709483779,0.227391,0.355768,0.274207
,,,,,,3709483809,0.222363,0.374819,0.27123
,,,,,,3709483839,0.227391,0.373033,0.266467
,,,,,,3709483869,0.227391,0.362317,0.276588
,,,,,,3709483899,0.237447,0.356363,0.258133
,,,,,,3709483929,0.227391,0.357554,0.263491
,,,,,,3709483959,0.217335,0.35041,0.283137
,,,,,,3709483989,0.227391,0.365294,0.265872
,,,,,,3709484019,0.222363,0.35934,0.276588
,,,,,,3709484049,0.247504,0.343861,0.270039
,,,,,,3709484079,0.242476,0.364698,0.274802
,,,,,,3709484109,0.247504,0.338503,0.267063
,,,,,,3709484139,0.232419,0.369461,0.275993
,,,,,,3709484169,0.25756,0.348029,0.291472
,,,,,,3709484199,0.212307,0.355768,0.277779
,,,,,,3709484229,0.247504,0.356959,0.284327
,,,,,,3709484259,0.232419,0.364698,0.267063
,,,,,,3709484289,0.242476,0.339694,0.270039
,,,,,,3709484319,0.247504,0.342671,0.284923
,,,,,,3709484349,0.232419,0.35041,0.264086
,,,,,,3709484379,0.237447,0.358149,0.283137
,,,,,,3709484409,0.227391,0.359935,0.270635
,,,,,,3709484439,0.227391,0.334336,0.267063
,,,,,,3709484469,0.227391,0.333145,0.290876
,,,,,,3709484499,0.227391,0.357554,0.263491
,,,,,,3709484529,0.232419,0.364103,0.256347
,,,,,,3709484559,0.217335,0.371842,0.2623
,,,,,,3709484589,0.252532,0.353982,0.292662
,,,,,,3709484619,0.217335,0.354577,0.285518
,,,,,,3709484649,0.237447,0.348029,0.265872
,,,,,,3709484679,0.237447,0.346243,0.273611
,,,,,,3709484709,0.212307,0.34148,0.291472
,,,,,,3709484739,0.237447,0.353982,0.274207
,,,,,,3709484769,0.232419,0.346838,0.273016
,,,,,,3709484799,0.242476,0.333145,0.283732
,,,,,,3709484829,0.222363,0.361721,0.289686
,,,,,,3709484859,0.227391,0.3772,0.270039
,,,,,,3709484889,0.227391,0.333145,0.279565
,,,,,,3709484919,0.232419,0.371247,0.270635
,,,,,,3709484949,0.222363,0.372438,0.272421
,,,,,,3709484979,0.222363,0.355768,0.267658
,,,,,,3709485009,0.227391,0.334336,0.303974
,,,,,,3709485039,0.232419,0.352196,0.267658
,,,,,,3709485069,0.237447,0.358149,0.277779
,,,,,,3709485099,0.237447,0.375414,0.251584
,,,,,,3709485129,0.247504,0.351601,0.281946
,,,,,,3709485159,0.247504,0.326597,0.281351
,,,,,,3709485189,0.227391,0.373628,0.258728
,,,,,,3709485219,0.227391,0.346243,0.286709
,,,,,,3709485249,0.212307,0.35041,0.281351
,,,,,,3709485279,0.237447,0.359935,0.272421
,,,,,,3709485309,0.232419,0.378391,0.263491
,,,,,,3709485339,0.237447,0.365889,0.297425
,,,,,,3709485369,0.217335,0.346243,0.286113
,,,,,,3709485399,0.222363,0.36827,0.273611
,,,,,,3709485429,0.232419,0.328978,0.275993
,,,,,,3709485459,0.227391,0.353982,0.283732
,,,,,,3709485489,0.242476,0.362912,0.282541
,,,,,,3709485519,0.242476,0.325406,0.275993
,,,,,,3709485549,0.242476,0.349815,0.286113
,,,,,,3709485579,0.25756,0.367675,0.270635
,,,,,,3709485609,0.237447,0.337908,0.286113
,,,,,,3709485639,0.222363,0.355768,0.261109
,,,,,,3709485669,0.222363,0.329573,0.294448
,,,,,,3709485699,0.217335,0.353982,0.290876
,,,,,,3709485729,0.227391,0.353982,0.276588
,,,,,,3709485759,0.232419,0.382558,0.278374
,,,,,,3709485789,0.237447,0.344457,0.253965
,,,,,,3709485819,0.237447,0.337313,0.281351
,,,,,,3709485849,0.237447,0.338503,0.264681
,,,,,,3709485879,0.237447,0.353387,0.268253
,,,,,,3709485909,0.212307,0.345052,0.27123
,,,,,,3709485939,0.232419,0.380772,0.27123
,,,,,,3709485969,0.232419,0.340289,0.281351
,,,,,,3709485999,0.247504,0.354577,0.284327
,,,,,,3709486029,0.237447,0.374224,0.270635
,,,,,,3709486059,0.242476,0.32362,0.255751
,,,,,,3709486089,0.222363,0.349219,0.261109
,,,,,,3709486119,0.242476,0.349815,0.285518
,,,,,,3709486149,0.242476,0.375414,0.268849
,,,,,,3709486179,0.232419,0.354577,0.281946
,,,,,,3709486209,0.232419,0.360531,0.274207
,,,,,,3709486239,0.237447,0.344457,0.264086
,,,,,,3709486269,0.222363,0.359935,0.273016
,,,,,,3709486299,0.227391,0.35041,0.270635
,,,,,,3709486329,0.237447,0.352196,0.264086
,,,,,,3709486359,0.237447,0.346838,0.267658
,,,,,,3709486389,0.232419,0.355173,0.275993
,,,,,,3709486419,0.232419,0.368866,0.264681
,,,,,,3709486449,0.242476,0.31588,0.275993
,,,,,,3709486479,0.237447,0.380177,0.266467
,,,,,,3709486509,0.227391,0.329573,0.271825
,,,,,,3709486539,0.227391,0.352791,0.274207
,,,,,,3709486569,0.222363,0.346838,0.289686
,,,,,,3709486599,0.227391,0.367675,0.271825
,,,,,,3709486629,0.232419,0.343861,0.27123
,,,,,,3709486659,0.242476,0.352196,0.285518
,,,,,,3709486689,0.247504,0.336122,0.293853
,,,,,,3709486719,0.25756,0.346838,0.278969
,,,,,,3709486749,0.237447,0.355768,0.274207
,,,,,,3709486779,0.222363,0.349219,0.278374
,,,,,,3709486809,0.232419,0.353982,0.284327
,,,,,,3709486839,0.222363,0.361721,0.265277
,,,,,,3709486869,0.242476,0.353982,0.264086
,,,,,,3709486899,0.237447,0.347433,0.2879
,,,,,,3709486929,0.25756,0.311713,0.269444
,,,,,,3709486959,0.247504,0.319452,0.295639
,,,,,,3709486989,0.227391,0.364103,0.270635
,,,,,,3709487019,0.227391,0.361721,0.272421
,,,,,,3709487049,0.227391,0.366484,0.269444
,,,,,,3709487079,0.237447,0.373628,0.267063
,,,,,,3709487109,0.227391,0.366484,0.256347
,,,,,,3709487139,0.222363,0.343861,0.276588
,,,,,,3709487169,0.227391,0.351005,0.283137
,,,,,,3709487199,0.242476,0.352791,0.260514
,,,,,,3709487229,0.237447,0.337908,0.263491
,,,,,,3709487259,0.222363,0.358149,0.265277
,,,,,,3709487289,0.217335,0.36708,0.284923
,,,,,,3709487319,0.242476,0.336122,0.273016
,,,,,,3709487349,0.232419,0.365889,0.259919
,,,,,,3709487379,0.222363,0.34148,0.284923
,,,,,,3709487409,0.242476,0.34148,0.282541
,,,,,,3709487439,0.212307,0.366484,0.261109
,,,,,,3709487469,0.222363,0.35041,0.2623
,,,,,,3709487499,0.232419,0.340885,0.276588
,,,,,,3709487529,0.227391,0.36708,0.281946
,,,,,,3709487559,0.237447,0.371247,0.294448
,,,,,,3709487589,0.237447,0.353387,0.272421
,,,,,,3709487619,0.227391,0.379582,0.256942
,,,,,,3709487649,0.227391,0.361126,0.275397
,,,,,,3709487679,0.232419,0.329573,0.290876
,,,,,,3709487709,0.242476,0.349219,0.292067
,,,,,,3709487739,0.267616,0.364698,0.258133
,,,,,,3709487769,0.232419,0.359935,0.289686
,,,,,,3709487799,0.232419,0.387321,0.261109
,,,,,,3709487829,0.222363,0.381963,0.277183
,,,,,,3709487859,0.212307,0.347433,0.267658
,,,,,,3709487889,0.247504,0.363508,0.272421
,,,,,,3709487919,0.222363,0.373033,0.275397
,,,,,,3709487949,0.242476,0.359935,0.275397
,,,,,,3709487979,0.232419,0.364698,0.267658
,,,,,,3709488009,0.232419,0.368866,0.302188
,,,,,,3709488039,0.227391,0.349815,0.269444
,,,,,,3709488069,0.242476,0.326597,0.277183
,,,,,,3709488099,0.212307,0.358745,0.267063
,,,,,,3709488129,0.217335,0.359935,0.267658
,,,,,,3709488159,0.232419,0.362912,0.259323
,,,,,,3709488189,0.242476,0.345052,0.29802
,,,,,,3709488219,0.227391,0.35041,0.270635
,,,,,,3709488249,0.242476,0.328383,0.295639
,,,,,,3709488279,0.212307,0.375414,0.283732
,,,,,,3709488309,0.212307,0.371247,0.269444
,,,,,,3709488339,0.222363,0.35041,0.268253
,,,,,,3709488369,0.232419,0.371247,0.258728
,,,,,,3709488399,0.242476,0.356959,0.275993
,,,,,,3709488429,0.25756,0.32481,0.277779
,,,,,,3709488459,0.232419,0.333145,0.2879
,,,,,,3709488489,0.217335,0.337908,0.258133
,,,,,,3709488519,0.227391,0.358149,0.272421
,,,,,,3709488549,0.242476,0.336122,0.285518
,,,,,,3709488579,0.237447,0.343266,0.276588
,,,,,,3709488609,0.227391,0.379582,0.261705
,,,,,,3709488639,0.227391,0.381368,0.295639
,,,,,,3709488669,0.247504,0.333741,0.277183
,,,,,,3709488699,0.227391,0.340289,0.266467
,,,,,,3709488729,0.222363,0.358149,0.2879
,,,,,,3709488759,0.242476,0.349815,0.274802
,,,,,,3709488789,0.232419,0.368866,0.264681
,,,,,,3709488819,0.237447,0.354577,0.299211
,,,,,,3709488849,0.242476,0.370652,0.27123
,,,,,,3709488879,0.232419,0.358745,0.2879
,,,,,,3709488909,0.227391,0.366484,0.259919
,,,,,,3709488939,0.227391,0.343266,0.270039
,,,,,,3709488969,0.232419,0.373033,0.264086
,,,,,,3709488999,0.222363,0.34148,0.274802
,,,,,,3709489029,0.217335,0.360531,0.283137
,,,,,,3709489059,0.247504,0.333741,0.289686
,,,,,,3709489089,0.252532,0.338503,0.278969
,,,,,,3709489119,0.232419,0.343861,0.272421
,,,,,,3709489149,0.227391,0.349815,0.283732
,,,,,,3709489179,0.227391,0.378391,0.254561
,,,,,,3709489209,0.232419,0.354577,0.264681
,,,,,,3709489239,0.237447,0.337908,0.264086
,,,,,,3709489269,0.232419,0.343266,0.264681
,,,,,,3709489299,0.237447,0.337313,0.293258
,,,,,,3709489329,0.222363,0.358149,0.275397
,,,,,,3709489359,0.212307,0.355173,0.252775
,,,,,,3709489389,0.227391,0.376605,0.268849
,,,,,,3709489419,0.252532,0.336717,0.277183
,,,,,,3709489449,0.232419,0.338503,0.285518
,,,,,,3709489479,0.242476,0.352196,0.291472
,,,,,,3709489509,0.222363,0.387321,0.27123
,,,,,,3709489539,0.222363,0.362317,0.270039
,,,,,,3709489569,0.242476,0.338503,0.277183
,,,,,,3709489599,0.232419,0.355768,0.269444
,,,,,,3709489629,0.252532,0.330764,0.273611
,,,,,,3709489659,0.252532,0.335527,0.275993
,,,,,,3709489689,0.207279,0.360531,0.262895
,,,,,,3709489719,0.232419,0.38494,0.265277
,,,,,,3709489749,0.262588,0.331955,0.277183
,,,,,,3709489779,0.197222,0.357554,0.278969
,,,,,,3709489809,0.247504,0.343861,0.259323
,,,,,,3709489839,0.237447,0.34148,0.267063
,,,,,,3709489869,0.242476,0.344457,0.285518
,,,,,,3709489899,0.227391,0.366484,0.264086
,,,,,,3709489929,0.242476,0.337313,0.283137
,,,,,,3709489959,0.247504,0.357554,0.267658
,,,,,,3709489989,0.222363,0.38613,0.264681
,,,,,,3709490019,0.232419,0.317071,0.265277
,,,,,,3709490049,0.237447,0.346838,0.277183
,,,,,,3709490079,0.232419,0.373628,0.264681
,,,,,,3709490109,0.237447,0.334931,0.266467
,,,,,,3709490139,0.232419,0.382558,0.25337
,,,,,,3709490169,0.222363,0.373628,0.265277
,,,,,,3709490199,0.237447,0.371247,0.274207
,,,,,,3709490229,0.237447,0.343266,0.274207
,,,,,,3709490259,0.242476,0.352196,0.274207
,,,,,,3709490289,0.222363,0.352196,0.281351
,,,,,,3709490319,0.242476,0.35041,0.275993
,,,,,,3709490349,0.20225,0.370652,0.278969
,,,,,,3709490379,0.242476,0.361721,0.283137
,,,,,,3709490409,0.237447,0.349219,0.271825
,,,,,,3709490439,0.237447,0.342075,0.270039
,,,,,,3709490469,0.247504,0.339099,0.283137
,,,,,,3709490499,0.222363,0.362912,0.258728
,,,,,,3709490529,0.237447,0.377796,0.259323
,,,,,,3709490559,0.227391,0.35934,0.274802
,,,,,,3709490589,0.242476,0.346838,0.265872
,,,,,,3709490619,0.232419,0.38494,0.270635
,,,,,,3709490649,0.222363,0.343861,0.283137
,,,,,,3709490679,0.232419,0.348624,0.273016
,,,,,,3709490709,0.212307,0.386726,0.256347
,,,,,,3709490739,0.242476,0.353387,0.27123
,,,,,,3709490769,0.247504,0.34148,0.277779
,,,,,,3709490799,0.222363,0.362317,0.294448
,,,,,,3709490829,0.237447,0.345052,0.278969
,,,,,,3709490859,0.232419,0.353982,0.274802
,,,,,,3709490889,0.232419,0.357554,0.290281
,,,,,,3709490919,0.242476,0.353387,0.302188
,,,,,,3709490949,0.232419,0.382558,0.259919
,,,,,,3709490979,0.227391,0.371842,0.273611
,,,,,,3709491009,0.222363,0.345052,0.276588
,,,,,,3709491039,0.232419,0.371842,0.256942
,,,,,,3709491069,0.237447,0.362912,0.258133
,,,,,,3709491099,0.222363,0.348029,0.286113
,,,,,,3709491129,0.247504,0.353982,0.267063
,,,,,,3709491159,0.242476,0.323024,0.277779
,,,,,,3709491189,0.232419,0.330764,0.281946
,,,,,,3709491219,0.247504,0.327787,0.259919
,,,,,,3709491249,0.222363,0.337313,0.288495
,,,,,,3709491279,0.232419,0.32362,0.265872
,,,,,,3709491309,0.212307,0.363508,0.267063
,,,,,,3709491339,0.227391,0.348624,0.273016
,,,,,,3709491369,0.237447,0.35934,0.272421
,,,,,,3709491399,0.247504,0.383749,0.276588
,,,,,,3709491429,0.247504,0.336122,0.286709
,,,,,,3709491459,0.222363,0.36827,0.264681
,,,,,,3709491489,0.242476,0.323024,0.281351
,,,,,,3709491519,0.212307,0.339694,0.252775
,,,,,,3709491549,0.222363,0.365889,0.25337
,,,,,,3709491579,0.237447,0.361721,0.281946
,,,,,,3709491609,0.227391,0.330764,0.286709
,,,,,,3709491639,0.227391,0.339694,0.291472
,,,,,,3709491669,0.222363,0.348029,0.274207
,,,,,,3709491699,0.222363,0.36708,0.291472
,,,,,,3709491729,0.242476,0.355768,0.270039
,,,,,,3709491759,0.232419,0.358745,0.264086
,,,,,,3709491789,0.227391,0.333741,0.280755
,,,,,,3709491819,0.217335,0.363508,0.267658
,,,,,,3709491849,0.222363,0.368866,0.272421
,,,,,,3709491879,0.242476,0.365889,0.288495
,,,,,,3709491909,0.227391,0.352791,0.273611
,,,,,,3709491939,0.232419,0.349815,0.275397
,,,,,,3709491969,0.212307,0.371247,0.267063
,,,,,,3709491999,0.217335,0.340885,0.264681
,,,,,,3709492029,0.237447,0.38613,0.270635
,,,,,,3709492059,0.227391,0.361721,0.266467
,,,,,,3709492089,0.227391,0.345052,0.265277
,,,,,,3709492119,0.242476,0.331359,0.275993
,,,,,,3709492149,0.242476,0.34148,0.264086
,,,,,,3709492179,0.237447,0.334336,0.297425
,,,,,,3709492209,0.232419,0.349815,0.276588
,,,,,,3709492239,0.242476,0.334336,0.281351
,,,,,,3709492269,0.237447,0.358745,0.281946
,,,,,,3709492299,0.217335,0.358745,0.259919
,,,,,,3709492329,0.227391,0.342075,0.269444
,,,,,,3709492359,0.232419,0.357554,0.269444
,,,,,,3709492389,0.227391,0.371842,0.2623
,,,,,,3709492419,0.227391,0.348029,0.284923
,,,,,,3709492449,0.217335,0.371842,0.278374
,,,,,,3709492479,0.227391,0.367675,0.267658
,,,,,,3709492509,0.247504,0.346243,0.281351
,,,,,,3709492539,0.232419,0.334931,0.289686
,,,,,,3709492569,0.197222,0.348624,0.273016
,,,,,,3709492599,0.237447,0.363508,0.274207
,,,,,,3709492629,0.237447,0.379582,0.267658
,,,,,,3709492659,0.222363,0.355768,0.271825
,,,,,,3709492689,0.252532,0.365294,0.271825
,,,,,,3709492719,0.237447,0.377796,0.272421
,,,,,,3709492749,0.237447,0.333145,0.272421
,,,,,,3709492779,0.212307,0.362317,0.277779
,,,,,,3709492809,0.227391,0.381963,0.257537
,,,,,,3709492839,0.227391,0.343266,0.282541
,,,,,,3709492869,0.237447,0.377796,0.273611
,,,,,,3709492899,0.247504,0.362912,0.289686
,,,,,,3709492929,0.227391,0.377796,0.264086
,,,,,,3709492959,0.222363,0.352791,0.278969
,,,,,,3709492989,0.237447,0.352791,0.265872
,,,,,,3709493019,0.25756,0.337908,0.271825
,,,,,,3709493049,0.247504,0.348624,0.281351
,,,,,,3709493079,0.242476,0.326597,0.2623
,,,,,,3709493109,0.232419,0.339694,0.2879
,,,,,,3709493139,0.232419,0.374224,0.264681
,,,,,,3709493169,0.222363,0.374224,0.252179
,,,,,,3709493199,0.237447,0.318262,0.270039
,,,,,,3709493229,0.222363,0.35041,0.28909
,,,,,,3709493259,0.217335,0.359935,0.257537
,,,,,,3709493289,0.237447,0.35934,0.262895
,,,,,,3709493319,0.237447,0.360531,0.283137
,,,,,,3709493349,0.242476,0.330764,0.286113
,,,,,,3709493379,0.232419,0.35934,0.283732
,,,,,,3709493409,0.207279,0.348624,0.279565
,,,,,,3709493439,0.237447,0.35934,0.292662
,,,,,,3709493469,0.237447,0.352791,0.273611
,,,,,,3709493499,0.247504,0.349219,0.273016
,,,,,,3709493529,0.227391,0.352196,0.273611
,,,,,,3709493559,0.227391,0.370652,0.267658
,,,,,,3709493589,0.227391,0.336122,0.273611
,,,,,,3709493619,0.227391,0.363508,0.277183
,,,,,,3709493649,0.232419,0.325406,0.28016
,,,,,,3709493679,0.222363,0.373033,0.266467
,,,,,,3709493709,0.232419,0.330169,0.278969
,,,,,,3709493739,0.237447,0.327192,0.28909
,,,,,,3709493769,0.242476,0.358149,0.275397
,,,,,,3709493799,0.227391,0.338503,0.276588
,,,,,,3709493829,0.227391,0.351601,0.261109
,,,,,,3709493859,0.237447,0.339099,0.288495
,,,,,,3709493889,0.227391,0.346243,0.28016
,,,,,,3709493919,0.237447,0.373033,0.279565
,,,,,,3709493949,0.217335,0.362317,0.255751
,,,,,,3709493979,0.212307,0.347433,0.276588
,,,,,,3709494009,0.227391,0.36827,0.287304
,,,,,,3709494039,0.232419,0.343861,0.2879
,,,,,,3709494069,0.222363,0.372438,0.273611
,,,,,,3709494099,0.252532,0.337908,0.302188
,,,,,,3709494129,0.237447,0.35934,0.275397
,,,,,,3709494159,0.232419,0.352196,0.281351
,,,,,,3709494189,0.227391,0.351601,0.274802
,,,,,,3709494219,0.227391,0.358149,0.294448
,,,,,,3709494249,0.242476,0.374819,0.275397
,,,,,,3709494279,0.247504,0.326001,0.275397
,,,,,,3709494309,0.232419,0.364698,0.290281
,,,,,,3709494339,0.242476,0.320048,0.269444
,,,,,,3709494369,0.247504,0.34148,0.265872
,,,,,,3709494399,0.247504,0.34148,0.283137
,,,,,,3709494429,0.207279,0.360531,0.281946
,,,,,,3709494459,0.242476,0.322429,0.275993
,,,,,,3709494489,0.247504,0.354577,0.273016
,,,,,,3709494519,0.232419,0.35934,0.287304
,,,,,,3709494549,0.247504,0.320048,0.278969
,,,,,,3709494579,0.227391,0.378986,0.281946
,,,,,,3709494609,0.237447,0.330169,0.299806
,,,,,,3709494639,0.227391,0.377796,0.258133
,,,,,,3709494669,0.242476,0.334336,0.274802
,,,,,,3709494699,0.232419,0.381368,0.268253
,,,,,,3709494729,0.242476,0.349815,0.287304
,,,,,,3709494759,0.217335,0.358745,0.269444
,,,,,,3709494789,0.242476,0.315285,0.275993
,,,,,,3709494819,0.232419,0.351601,0.278969
,,,,,,3709494849,0.232419,0.343861,0.285518
,,,,,,3709494879,0.227391,0.360531,0.277183
,,,,,,3709494909,0.252532,0.349219,0.283732
,,,,,,3709494939,0.232419,0.331359,0.269444
,,,,,,3709494969,0.252532,0.35041,0.274207
,,,,,,3709494999,0.217335,0.361126,0.293258
,,,,,,3709495029,0.262588,0.33255,0.281946
,,,,,,3709495059,0.237447,0.345052,0.293853
,,,,,,3709495089,0.25756,0.340289,0.295639
,,,,,,3709495119,0.252532,0.343266,0.286113
,,,,,,3709495149,0.237447,0.360531,0.292067
,,,,,,3709495179,0.222363,0.373033,0.27123
,,,,,,3709495209,0.227391,0.339099,0.272421
,,,,,,3709495239,0.237447,0.316476,0.290281
,,,,,,3709495269,0.237447,0.349219,0.287304
,,,,,,3709495299,0.227391,0.362317,0.288495
,,,,,,3709495329,0.227391,0.375414,0.29683
,,,,,,3709495359,0.222363,0.353387,0.277779
,,,,,,3709495389,0.242476,0.346243,0.270635
,,,,,,3709495419,0.247504,0.352791,0.28909
,,,,,,3709495449,0.247504,0.358149,0.265277
,,,,,,3709495479,0.237447,0.346838,0.277183
,,,,,,3709495509,0.242476,0.355173,0.290876
,,,,,,3709495539,0.237447,0.362912,0.283732
,,,,,,3709495569,0.227391,0.331955,0.272421
,,,,,,3709495599,0.242476,0.331359,0.279565
,,,,,,3709495629,0.252532,0.331955,0.263491
,,,,,,3709495659,0.232419,0.351601,0.256347
,,,,,,3709495689,0.222363,0.383154,0.25337
,,,,,,3709495719,0.222363,0.362912,0.260514
,,,,,,3709495749,0.227391,0.365889,0.267063
,,,,,,3709495779,0.227391,0.353982,0.292662
,,,,,,3709495809,0.252532,0.320048,0.2879
,,,,,,3709495839,0.237447,0.342671,0.28909
,,,,,,3709495869,0.237447,0.367675,0.277183
,,,,,,3709495899,0.222363,0.336122,0.273016
,,,,,,3709495929,0.232419,0.343266,0.257537
